"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9457830050981","24.8460607336456","24.3193371696971","27.0733728565054","20.6452407898022","23.7302742225986","19.3279022403259","12.016690647482","14.4618573797678","17.0965154173978","-2.04170204831031","13.1633051072464","2.41615039521471","13.7321937321937","10.8964900514196","3.54989483524188","-1.69807186678352","1.88891337888472","1.36614282622809","6.48144478178366","8.26010931921959","9.79836019417476","","",
"Afghanistan","AFG","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.22110648279018","-2.88283475308341","1.04958839903554","12.0202302749481","20.0265299531883","16.8488746981963","15.600975412941","19.0938165035248","18.8677931743039","",
"Angola","AGO","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.207877246423","14.4802221618501","28.8768162146426","26.0554606369125","33.5359981811409","41.1876533187137","43.4545834611134","41.4989704192505","38.6588583240985","27.6578678930497","36.9873433169228","37.8885498865249","37.2329993870686","32.0298819477336","29.9667207269525","25.0213264667784","24.4433078827485","26.4372051273034","",
"Albania","ALB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","27.8112263051868","28.4100004335346","28.2425665773267","26.0607555881552","23.7252668969749","26.8282680674096","18.7777579223622","-10.9519889602208","-11.0256696118389","7.33584605773069","2.64197903561397","16.3575110597984","16.1112533115603","5.54655367555625","17.3458041876273","14.9154567013982","25.9525105796301","28.9468623069701","25.509534835068","26.3621466597149","29.4274446443535","30.1203583624888","29.066077310212","23.9457698294612","17.7308674430843","17.2822805659458","19.9697142970798","20.5394912824162","19.6284109701875","17.7403185871253","15.9278613586413","16.8662415899828","16.715018944643","16.7645871934754","",
"Andorra","AND","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8962305410349","42.1805042148707","42.277123403824","45.6371067103486","31.6064399860262","36.0846783875089","40.8428746248157","38.9914090317903","34.9622259189193","32.7298146771685","24.1794935613356","23.4402248829838","27.2514813753145","",
"United Arab Emirates","ARE","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","34.0487067278848","32.5077111151898","30.1794054818106","25.216096734904","22.9884302050287","19.8802568653945","18.3585987862388","18.5376271806435","17.6222626813704","","14.7833054557019","15.1979016214147","","13.6301814012069","16.0433766574382","13.5618560304189","13.6516281676646","16.2505279122602","15.6483624533872","16.5116322700598","17.1300773563084","16.6642824266429","16.1297343275958","13.6619163753345","14.3684376958258","14.2140728227831","21.3431768782392","21.7345330075457","13.7828348747865","13.7086097328953","21.4172295393985","22.2314441717013","21.1268023980529","18.3213663126459","17.3318557921569","17.3332155649683","16.2099451316674","15.1944663729121","15.909027608976","14.3058273001867","14.0873062329185","13.4814040573932","",
"Armenia","ARM","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.550169547809","2.83386565485342","-4.94770443939356","1.78544008109717","3.99921613687557","0.839851465064755","2.83317264786524","2.78443787452601","9.36988803036531","14.2886788736185","19.905297577635","22.0414654073835","27.3924687759214","31.4790334243698","31.5516265461426","30.7938255091971","17.1707524961379","16.4332856786679","14.5787909129264","12.8124881851296","14.4546794782012","13.4442664105054","18.3731285199709","16.6233251957269","18.1734212894917","",
"American Samoa","ASM","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5823820444146","24.3119807654336","20.7055742878135","18.2087820514838","20.199098388849","21.745273467858","20.6758633752225","20.9526522984081","21.8674219238275","21.667345665209","20.6955939820832","21.2515488150593","20.8344021454772","21.8546727834869","21.1447491474644","21.5576709395152","21.0004278549638","21.816460711978","21.3790246656969","21.9256665355919","23.9353625052463","21.7035068052247","23.2023263590199","24.2094259575347","23.8986781866585","23.4931726171199","22.4968337506167","20.7140617637314","21.8507972965077","",
